员工编号,年龄,性别,婚姻状况,婚姻状况编码,学历,学历编码,专业,是否成年,部门,岗位,职级,出差频率,出差频率编码,离家距离,是否加班,是否加班编码,标准工时,年度培训次数,总工龄,本企业工龄,现岗年限,晋升间隔,与现任经理共事年限,跳槽次数,月收入,时薪,日薪,月薪,调薪幅度,股权激励等级,股权激励等级编码,环境满意,环境满意编码,人际关系满意,人际关系满意编码,工作满意,工作满意编码,敬业度,敬业度编码,工作与生活平衡,工作与生活平衡编码,绩效评级,绩效评级编码,是否离职,是否离职编码,员工计数
1083,26,男,已婚,1,大专,2,医学,是,研发部,实验室技术员,1,偶尔出差,0,1,否,0,80,2,6,5,3,1,3,1,3955,59,192,11141,0.16,中级,2,低,1,低,1,低,1,中,2,更好,3,优秀,3,否,0,1
1084,30,男,已婚,1,本科,3,其他,是,研发部,制造总监,2,偶尔出差,0,20,否,0,80,1,7,6,2,0,2,0,9957,85,1176,9096,0.15,低级,1,高,3,高,3,低,1,高,3,好,2,优秀,3,否,0,1
1085,41,女,已婚,1,大专,2,工程技术,是,研发部,研究科学家,1,偶尔出差,0,7,否,0,80,3,10,10,6,0,8,1,3376,43,509,18863,0.13,无,0,中,2,高,3,高,3,非常高,4,更好,3,优秀,3,否,0,1
1088,38,女,已婚,1,大专以下,1,生命科学,是,研发部,医疗代表,3,偶尔出差,0,17,否,0,80,4,20,19,9,1,9,0,8823,65,330,24608,0.18,低级,1,高,3,低,1,高,3,中,2,好,2,优秀,3,否,0,1
1092,40,男,已婚,1,硕士,4,工程技术,是,研发部,医疗代表,3,偶尔出差,0,20,否,0,80,6,14,11,10,11,1,4,10322,61,1492,26542,0.2,低级,1,低,1,非常高,4,非常高,4,高,3,更好,3,杰出,4,否,0,1
1094,27,男,已婚,1,博士,5,生命科学,是,研发部,实验室技术员,1,不出差,2,8,否,0,80,4,3,3,2,1,2,1,4621,87,1277,5869,0.19,高级,3,低,1,非常高,4,高,3,低,1,更好,3,优秀,3,否,0,1
1096,55,男,已婚,1,大专以下,1,生命科学,是,研发部,制造总监,3,频繁出差,1,2,否,0,80,4,23,3,2,1,2,3,10976,65,1091,15813,0.18,低级,1,非常高,4,中,2,中,2,高,3,更好,3,优秀,3,否,0,1
1097,28,女,单身,0,本科,3,其他,是,研发部,研究科学家,2,偶尔出差,0,10,否,0,80,4,10,8,7,1,7,3,3660,59,857,7909,0.13,无,0,高,3,非常高,4,高,3,高,3,最好,4,优秀,3,否,0,1
1098,44,男,已婚,1,大专,2,医学,是,人力资源部,人力资源专员,3,偶尔出差,0,1,否,0,80,1,24,20,6,3,6,9,10482,91,1376,2326,0.14,低级,1,中,2,非常高,4,低,1,中,2,更好,3,优秀,3,是,1,1
1099,33,男,离异,2,本科,3,生命科学,是,研发部,医疗代表,3,偶尔出差,0,5,否,0,80,2,9,3,2,1,2,4,7119,34,654,21214,0.15,低级,1,非常高,4,高,3,非常高,4,中,2,更好,3,优秀,3,否,0,1
1100,35,男,单身,0,本科,3,工程技术,是,销售部,销售主管,3,偶尔出差,0,4,是,1,80,2,9,8,7,4,7,0,9582,86,1204,10333,0.22,无,0,非常高,4,低,1,低,1,高,3,更好,3,杰出,4,是,1,1
1101,33,女,单身,0,硕士,4,医学,是,研发部,研究科学家,2,频繁出差,1,29,否,0,80,4,14,13,7,3,8,1,4508,54,827,3129,0.22,无,0,低,1,中,2,高,3,中,2,更好,3,杰出,4,是,1,1
1102,28,男,离异,2,大专,2,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,15,否,0,80,5,4,4,2,2,2,1,2207,50,895,22482,0.16,低级,1,低,1,非常高,4,高,3,高,3,好,2,优秀,3,否,0,1
1103,34,男,单身,0,大专以下,1,生命科学,是,研发部,医疗代表,2,频繁出差,1,3,否,0,80,1,7,6,2,0,4,0,7756,45,618,22266,0.17,无,0,低,1,高,3,非常高,4,高,3,好,2,优秀,3,否,0,1
1105,37,女,离异,2,硕士,4,生命科学,是,销售部,销售主管,2,偶尔出差,0,10,是,1,80,5,8,1,0,0,0,2,6694,88,309,24223,0.14,高级,3,非常高,4,高,3,非常高,4,中,2,更好,3,优秀,3,否,0,1
1106,25,男,已婚,1,大专以下,1,工程技术,是,研发部,实验室技术员,1,偶尔出差,0,4,是,1,80,3,7,7,7,5,6,1,3691,32,1219,4605,0.15,低级,1,非常高,4,中,2,非常高,4,高,3,最好,4,优秀,3,是,1,1
1107,26,男,离异,2,本科,3,医学,是,研发部,实验室技术员,1,偶尔出差,0,21,否,0,80,0,1,1,1,0,0,1,2377,37,1330,19373,0.2,低级,1,低,1,高,3,高,3,高,3,好,2,杰出,4,是,1,1
1108,33,男,单身,0,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,25,是,1,80,0,5,2,2,2,2,4,2313,55,1017,2993,0.2,无,0,低,1,中,2,中,2,中,2,更好,3,杰出,4,是,1,1
1109,42,男,已婚,1,大专,2,医学,是,研发部,经理,4,偶尔出差,0,2,否,0,80,3,23,22,6,13,7,0,17665,35,469,14399,0.17,低级,1,非常高,4,非常高,4,低,1,高,3,更好,3,优秀,3,否,0,1
1111,28,男,离异,2,本科,3,医学,是,研发部,实验室技术员,1,频繁出差,1,1,否,0,80,2,1,1,0,0,0,1,2596,45,1009,7160,0.15,中级,2,低,1,低,1,中,2,中,2,更好,3,优秀,3,是,1,1
1113,50,男,单身,0,硕士,4,其他,是,销售部,销售主管,2,频繁出差,1,1,是,1,80,4,5,0,0,0,0,3,4728,81,959,17251,0.14,无,0,非常高,4,非常高,4,高,3,高,3,更好,3,优秀,3,是,1,1
1114,33,女,已婚,1,本科,3,生命科学,是,销售部,销售主管,2,频繁出差,1,7,否,0,80,3,4,3,2,0,2,0,4302,30,970,13401,0.17,低级,1,非常高,4,高,3,中,2,高,3,更好,3,优秀,3,否,0,1
1115,34,男,已婚,1,硕士,4,生命科学,是,研发部,研究科学家,1,不出差,2,3,否,0,80,2,6,0,0,0,0,3,2979,40,697,22478,0.17,高级,3,高,3,非常高,4,非常高,4,中,2,更好,3,优秀,3,否,0,1
1116,48,男,单身,0,硕士,4,医学,是,研发部,经理,4,不出差,2,1,否,0,80,3,27,5,4,2,1,2,16885,35,1262,16154,0.22,无,0,低,1,高,3,非常高,4,非常高,4,好,2,杰出,4,否,0,1
1117,45,女,已婚,1,硕士,4,生命科学,是,销售部,销售主管,2,不出差,2,9,否,0,80,2,15,15,10,4,12,1,5593,65,1050,17970,0.13,低级,1,中,2,非常高,4,高,3,中,2,更好,3,优秀,3,否,0,1
1118,52,男,单身,0,硕士,4,生命科学,是,研发部,医疗代表,3,偶尔出差,0,7,否,0,80,4,18,8,6,4,0,7,10445,87,994,15322,0.19,无,0,中,2,非常高,4,中,2,高,3,更好,3,优秀,3,否,0,1
1119,38,男,离异,2,硕士,4,市场营销,是,销售部,销售主管,3,偶尔出差,0,10,是,1,80,2,9,8,7,2,7,0,8740,73,770,5569,0.14,中级,2,高,3,中,2,高,3,中,2,更好,3,优秀,3,否,0,1
1120,29,女,离异,2,硕士,4,生命科学,是,研发部,研究科学家,1,偶尔出差,0,28,否,0,80,1,11,7,5,1,7,4,2514,93,1107,26968,0.22,低级,1,高,3,低,1,非常高,4,高,3,更好,3,杰出,4,否,0,1
1121,28,女,离异,2,本科,3,医学,是,研发部,制造总监,3,偶尔出差,0,3,否,0,80,3,10,9,7,1,7,0,7655,93,950,8039,0.17,高级,3,非常高,4,中,2,中,2,高,3,好,2,优秀,3,否,0,1
1124,46,男,已婚,1,大专以下,1,市场营销,是,销售部,经理,4,偶尔出差,0,3,否,0,80,3,23,12,9,4,9,3,17465,52,406,15596,0.12,低级,1,低,1,非常高,4,高,3,高,3,更好,3,优秀,3,否,0,1
1125,38,男,单身,0,大专,2,市场营销,是,销售部,销售主管,3,偶尔出差,0,2,否,0,80,2,10,1,0,0,0,7,7351,32,130,20619,0.16,无,0,非常高,4,高,3,中,2,高,3,更好,3,优秀,3,否,0,1
1126,43,女,已婚,1,本科,3,生命科学,是,研发部,制造总监,3,频繁出差,1,27,否,0,80,1,18,8,7,0,1,8,10820,83,1082,11535,0.11,低级,1,高,3,高,3,低,1,高,3,更好,3,优秀,3,否,0,1
1127,39,男,离异,2,本科,3,生命科学,是,研发部,医疗代表,4,频繁出差,1,2,否,0,80,4,21,18,7,11,5,7,12169,84,203,13547,0.11,高级,3,低,1,非常高,4,非常高,4,高,3,更好,3,优秀,3,是,1,1
1128,40,男,单身,0,本科,3,医学,是,研发部,研究总监,5,偶尔出差,0,14,否,0,80,2,21,20,7,4,9,1,19626,44,1308,17544,0.14,无,0,高,3,低,1,高,3,中,2,最好,4,优秀,3,否,0,1
1131,21,女,单身,0,大专以下,1,工程技术,是,研发部,研究科学家,1,偶尔出差,0,1,是,1,80,6,2,2,2,2,2,1,2070,70,984,25326,0.11,无,0,非常高,4,高,3,中,2,中,2,最好,4,优秀,3,否,0,1
1132,39,男,单身,0,本科,3,生命科学,是,研发部,实验室技术员,2,不出差,2,9,否,0,80,2,9,5,4,0,3,9,6782,70,439,8770,0.15,无,0,高,3,高,3,中,2,高,3,好,2,优秀,3,否,0,1
1133,36,男,单身,0,硕士,4,生命科学,是,研发部,制造总监,2,不出差,2,18,否,0,80,0,18,11,9,0,9,2,7779,78,217,23238,0.2,无,0,低,1,低,1,非常高,4,高,3,更好,3,杰出,4,否,0,1
1135,31,男,已婚,1,本科,3,生命科学,是,销售部,销售代表,1,频繁出差,1,20,否,0,80,4,3,2,2,2,2,0,2791,67,793,21981,0.12,低级,1,高,3,低,1,非常高,4,非常高,4,更好,3,优秀,3,否,0,1
1136,28,男,已婚,1,大专以下,1,生命科学,是,研发部,研究科学家,1,偶尔出差,0,2,否,0,80,2,6,5,3,0,4,0,3201,67,1451,19911,0.17,无,0,低,1,低,1,中,2,中,2,差,1,优秀,3,否,0,1
1137,35,男,离异,2,大专,2,市场营销,是,销售部,销售主管,2,频繁出差,1,11,否,0,80,3,5,5,2,0,2,1,4968,54,1182,18500,0.11,低级,1,非常高,4,非常高,4,非常高,4,高,3,更好,3,优秀,3,否,0,1
1138,49,男,已婚,1,硕士,4,工程技术,是,销售部,销售主管,4,偶尔出差,0,8,否,0,80,3,22,9,8,2,3,6,13120,56,174,11879,0.17,低级,1,非常高,4,中,2,中,2,中,2,更好,3,优秀,3,否,0,1
1140,34,男,单身,0,大专,2,生命科学,是,研发部,制造总监,2,频繁出差,1,2,否,0,80,3,5,3,2,0,2,2,4033,95,1003,15834,0.11,无,0,非常高,4,非常高,4,高,3,高,3,好,2,优秀,3,否,0,1
1143,29,女,离异,2,本科,3,生命科学,是,研发部,研究科学家,1,频繁出差,1,10,否,0,80,2,8,7,5,1,1,0,3291,61,490,17940,0.14,中级,2,非常高,4,非常高,4,中,2,高,3,好,2,优秀,3,否,0,1
1148,42,男,单身,0,本科,3,医学,是,研发部,实验室技术员,2,偶尔出差,0,29,否,0,80,3,16,1,0,0,0,4,4272,56,188,9558,0.19,无,0,中,2,低,1,非常高,4,低,1,更好,3,优秀,3,否,0,1
1150,29,男,已婚,1,大专以下,1,医学,是,研发部,制造总监,2,偶尔出差,0,8,是,1,80,2,10,10,7,1,2,1,5056,79,718,17689,0.15,低级,1,中,2,高,3,非常高,4,中,2,好,2,优秀,3,否,0,1
1152,38,男,已婚,1,本科,3,人力资源,是,人力资源部,人力资源专员,1,偶尔出差,0,1,否,0,80,2,7,7,6,5,0,1,2844,37,433,6004,0.13,低级,1,高,3,非常高,4,高,3,非常高,4,最好,4,优秀,3,否,0,1
1154,28,男,离异,2,本科,3,生命科学,是,研发部,研究科学家,1,频繁出差,1,6,是,1,80,2,3,3,1,0,2,1,2703,39,773,22088,0.14,低级,1,高,3,非常高,4,高,3,中,2,更好,3,优秀,3,否,0,1
1156,18,男,单身,0,大专以下,1,医学,是,研发部,实验室技术员,1,不出差,2,8,否,0,80,0,0,0,0,0,0,1,1904,80,247,13556,0.12,无,0,高,3,非常高,4,高,3,高,3,更好,3,优秀,3,是,1,1
1157,33,女,单身,0,硕士,4,市场营销,是,销售部,销售主管,2,偶尔出差,0,9,是,1,80,3,6,5,2,0,3,0,8224,77,603,18385,0.17,无,0,低,1,低,1,低,1,高,3,更好,3,优秀,3,是,1,1
1158,41,男,已婚,1,硕士,4,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,12,是,1,80,4,6,1,0,0,0,3,4766,46,167,9051,0.11,低级,1,中,2,低,1,非常高,4,高,3,更好,3,优秀,3,否,0,1
1160,31,男,已婚,1,本科,3,医学,是,研发部,实验室技术员,1,频繁出差,1,15,否,0,80,5,2,2,2,2,2,1,2610,72,874,6233,0.12,低级,1,高,3,高,3,高,3,高,3,好,2,优秀,3,是,1,1
1161,37,女,离异,2,大专,2,医学,是,研发部,医疗代表,2,偶尔出差,0,25,否,0,80,2,9,6,2,1,3,7,5731,52,367,17171,0.13,中级,2,高,3,高,3,非常高,4,中,2,更好,3,优秀,3,否,0,1
1162,27,男,已婚,1,本科,3,生命科学,是,研发部,研究科学家,1,偶尔出差,0,6,否,0,80,0,4,4,2,2,2,1,2539,55,199,7950,0.13,低级,1,非常高,4,高,3,高,3,中,2,更好,3,优秀,3,否,0,1
1163,34,女,已婚,1,大专以下,1,生命科学,是,销售部,销售主管,2,偶尔出差,0,9,否,0,80,3,6,6,5,1,3,1,5714,70,1400,5829,0.2,无,0,中,2,低,1,高,3,高,3,好,2,杰出,4,否,0,1
1164,35,男,单身,0,硕士,4,工程技术,是,人力资源部,人力资源专员,1,偶尔出差,0,8,否,0,80,2,6,5,4,1,4,1,4323,100,528,7108,0.17,无,0,高,3,中,2,高,3,高,3,差,1,优秀,3,否,0,1
1165,29,女,已婚,1,大专以下,1,生命科学,是,销售部,销售主管,3,偶尔出差,0,23,否,0,80,3,11,11,8,3,10,1,7336,45,408,11162,0.13,低级,1,非常高,4,低,1,低,1,中,2,差,1,优秀,3,是,1,1
1166,40,女,单身,0,硕士,4,医学,是,研发部,研究总监,3,频繁出差,1,9,否,0,80,3,20,18,7,2,13,9,13499,88,593,13782,0.17,无,0,中,2,高,3,高,3,高,3,好,2,优秀,3,否,0,1
1167,42,男,单身,0,本科,3,生命科学,是,销售部,销售主管,4,频繁出差,1,12,是,1,80,2,22,21,9,13,14,0,13758,44,481,2447,0.12,无,0,高,3,中,2,低,1,高,3,好,2,优秀,3,是,1,1
1171,42,男,单身,0,硕士,4,市场营销,是,销售部,销售主管,2,偶尔出差,0,4,否,0,80,3,9,6,4,1,5,7,5155,45,647,2253,0.13,无,0,中,2,非常高,4,低,1,高,3,最好,4,优秀,3,否,0,1
1172,35,男,已婚,1,硕士,4,医学,是,研发部,实验室技术员,1,偶尔出差,0,1,否,0,80,2,10,8,0,1,7,6,2258,58,982,16340,0.12,低级,1,非常高,4,中,2,高,3,中,2,更好,3,优秀,3,否,0,1
1173,24,男,单身,0,本科,3,医学,是,研发部,实验室技术员,1,偶尔出差,0,24,否,0,80,2,6,4,3,1,2,8,3597,49,477,6409,0.22,无,0,非常高,4,非常高,4,中,2,高,3,更好,3,杰出,4,否,0,1
1175,28,女,已婚,1,大专以下,1,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,12,是,1,80,4,1,1,1,0,0,1,2515,79,1485,22955,0.11,无,0,高,3,非常高,4,非常高,4,高,3,好,2,优秀,3,是,1,1
1177,26,男,已婚,1,硕士,4,医学,是,研发部,实验室技术员,1,偶尔出差,0,3,否,0,80,2,8,8,7,0,7,1,4420,82,1384,13421,0.22,低级,1,低,1,中,2,非常高,4,非常高,4,更好,3,杰出,4,否,0,1
1179,30,男,已婚,1,本科,3,市场营销,是,销售部,销售主管,2,偶尔出差,0,10,否,0,80,3,10,10,3,1,4,1,6578,72,852,2706,0.18,低级,1,高,3,低,1,高,3,中,2,更好,3,优秀,3,否,0,1
1180,40,女,已婚,1,大专,2,医学,是,研发部,研究科学家,2,频繁出差,1,26,是,1,80,3,16,1,1,0,0,3,4422,92,902,21203,0.13,低级,1,高,3,非常高,4,非常高,4,中,2,差,1,优秀,3,否,0,1
1182,35,男,离异,2,本科,3,生命科学,是,研发部,制造总监,3,偶尔出差,0,2,否,0,80,2,15,7,7,6,4,2,10274,44,819,19588,0.18,低级,1,高,3,中,2,中,2,中,2,最好,4,优秀,3,否,0,1
1184,34,男,单身,0,本科,3,医学,是,研发部,医疗代表,2,频繁出差,1,1,否,0,80,3,14,13,9,4,9,0,5343,97,669,25755,0.2,无,0,非常高,4,高,3,低,1,中,2,更好,3,杰出,4,否,0,1
1185,35,男,已婚,1,硕士,4,其他,是,研发部,实验室技术员,1,频繁出差,1,4,否,0,80,2,2,2,2,2,2,1,2376,47,636,26537,0.13,低级,1,非常高,4,中,2,非常高,4,中,2,最好,4,优秀,3,否,0,1
1188,43,女,单身,0,本科,3,市场营销,是,销售部,销售主管,2,偶尔出差,0,9,否,0,80,2,7,4,3,1,3,8,5346,85,1372,9489,0.13,无,0,低,1,中,2,高,3,低,1,好,2,优秀,3,是,1,1
1190,32,女,离异,2,大专以下,1,生命科学,是,销售部,销售代表,1,不出差,2,2,否,0,80,3,1,1,0,0,0,1,2827,76,862,14947,0.12,高级,3,高,3,高,3,低,1,高,3,更好,3,优秀,3,否,0,1
1191,56,女,离异,2,硕士,4,工程技术,是,研发部,经理,5,偶尔出差,0,4,否,0,80,2,28,5,2,4,2,4,19943,92,718,18575,0.13,低级,1,非常高,4,非常高,4,低,1,高,3,更好,3,优秀,3,否,0,1
1192,29,女,已婚,1,大专以下,1,医学,是,研发部,实验室技术员,1,偶尔出差,0,6,否,0,80,5,10,10,8,0,8,1,3131,54,1401,26342,0.13,低级,1,中,2,低,1,非常高,4,高,3,更好,3,优秀,3,否,0,1
1193,19,男,单身,0,大专,2,生命科学,是,研发部,研究科学家,1,偶尔出差,0,9,否,0,80,4,1,1,1,0,0,1,2552,54,645,7172,0.25,无,0,高,3,高,3,低,1,高,3,更好,3,杰出,4,否,0,1
1195,45,女,已婚,1,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,7,是,1,80,2,7,3,2,0,2,4,4477,83,1457,20100,0.19,低级,1,低,1,高,3,高,3,高,3,好,2,优秀,3,否,0,1
1196,37,女,已婚,1,本科,3,生命科学,是,研发部,制造总监,2,偶尔出差,0,1,否,0,80,2,14,14,8,3,11,1,6474,56,977,9961,0.13,低级,1,非常高,4,中,2,非常高,4,中,2,好,2,优秀,3,否,0,1
1198,20,男,单身,0,本科,3,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,3,否,0,80,2,2,2,2,1,2,1,3033,87,805,12828,0.12,无,0,低,1,低,1,高,3,中,2,好,2,优秀,3,否,0,1
1200,44,男,单身,0,硕士,4,生命科学,是,研发部,研究科学家,1,偶尔出差,0,10,是,1,80,4,6,6,4,0,2,1,2936,96,1097,10826,0.11,无,0,高,3,高,3,高,3,高,3,更好,3,优秀,3,是,1,1
1201,53,女,离异,2,大专,2,医学,是,研发部,经理,5,偶尔出差,0,7,否,0,80,6,26,7,7,4,7,3,18606,50,1223,18640,0.18,低级,1,非常高,4,中,2,高,3,高,3,更好,3,优秀,3,否,0,1
1202,29,女,已婚,1,大专以下,1,生命科学,是,研发部,研究科学家,1,偶尔出差,0,15,是,1,80,2,6,5,4,1,3,0,2168,69,942,26933,0.18,低级,1,中,2,低,1,非常高,4,低,1,好,2,优秀,3,否,0,1
1203,22,男,已婚,1,硕士,4,生命科学,是,研发部,研究科学家,1,频繁出差,1,3,是,1,80,5,1,0,0,0,0,0,2853,48,1256,4223,0.11,低级,1,高,3,中,2,非常高,4,中,2,更好,3,优秀,3,是,1,1
1204,46,女,已婚,1,本科,3,市场营销,是,销售部,经理,4,偶尔出差,0,2,否,0,80,2,28,26,15,15,9,8,17048,69,1402,24097,0.23,无,0,高,3,低,1,低,1,高,3,更好,3,杰出,4,否,0,1
1206,44,男,单身,0,本科,3,生命科学,是,研发部,研究科学家,1,不出差,2,17,否,0,80,3,6,0,0,0,0,2,2290,74,111,4279,0.13,无,0,非常高,4,非常高,4,高,3,低,1,更好,3,优秀,3,否,0,1
1207,33,男,已婚,1,本科,3,人力资源,是,人力资源部,人力资源专员,1,偶尔出差,0,2,否,0,80,2,5,5,4,1,4,1,3600,99,147,8429,0.13,低级,1,中,2,非常高,4,高,3,高,3,更好,3,优秀,3,否,0,1
1210,41,男,离异,2,大专,2,生命科学,是,研发部,研究科学家,1,不出差,2,5,否,0,80,2,5,1,0,0,0,6,2107,95,906,20293,0.17,低级,1,低,1,低,1,低,1,中,2,差,1,优秀,3,是,1,1
1211,30,男,离异,2,硕士,4,生命科学,是,销售部,销售主管,2,偶尔出差,0,29,否,0,80,3,8,4,3,0,3,8,4115,61,1329,13192,0.19,高级,3,高,3,高,3,低,1,高,3,更好,3,优秀,3,否,0,1
1212,40,男,已婚,1,硕士,4,医学,是,销售部,销售主管,2,频繁出差,1,2,否,0,80,2,5,0,0,0,0,5,4327,62,1184,25440,0.12,高级,3,中,2,非常高,4,中,2,高,3,更好,3,优秀,3,否,0,1
1215,50,女,已婚,1,本科,3,医学,是,研发部,经理,4,频繁出差,1,2,否,0,80,3,32,2,2,2,2,2,17856,30,1421,9490,0.22,低级,1,非常高,4,高,3,低,1,高,3,更好,3,杰出,4,否,0,1
1216,28,男,已婚,1,硕士,4,医学,是,研发部,实验室技术员,1,偶尔出差,0,19,否,0,80,2,6,6,5,3,3,1,3196,78,1179,12449,0.12,高级,3,非常高,4,高,3,低,1,中,2,更好,3,优秀,3,否,0,1
1217,46,男,已婚,1,大专,2,生命科学,是,研发部,研究总监,5,偶尔出差,0,15,否,0,80,2,25,4,2,0,3,5,19081,52,1450,10849,0.11,低级,1,非常高,4,低,1,中,2,高,3,更好,3,优秀,3,否,0,1
1218,35,男,已婚,1,硕士,4,生命科学,是,销售部,销售主管,2,偶尔出差,0,17,是,1,80,2,15,7,7,1,7,3,8966,94,1361,21026,0.15,高级,3,高,3,非常高,4,低,1,高,3,更好,3,优秀,3,否,0,1
1219,24,女,已婚,1,大专,2,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,17,否,0,80,3,1,1,0,0,0,1,2210,97,984,3372,0.13,低级,1,非常高,4,低,1,中,2,高,3,差,1,优秀,3,是,1,1
1220,33,女,已婚,1,本科,3,医学,是,销售部,销售主管,2,频繁出差,1,25,否,0,80,3,10,10,7,0,1,1,4539,82,1146,4905,0.12,低级,1,中,2,低,1,高,3,高,3,好,2,优秀,3,否,0,1
1221,36,男,离异,2,硕士,4,生命科学,是,研发部,实验室技术员,1,偶尔出差,0,6,否,0,80,4,7,7,7,1,7,1,2741,60,917,6865,0.14,低级,1,高,3,高,3,高,3,低,1,更好,3,优秀,3,否,0,1
1224,30,男,离异,2,硕士,4,生命科学,是,研发部,实验室技术员,2,偶尔出差,0,7,否,0,80,4,10,10,7,8,9,1,3491,49,853,11309,0.13,高级,3,高,3,低,1,高,3,高,3,好,2,优秀,3,否,0,1
1225,44,男,单身,0,硕士,4,其他,是,研发部,研究科学家,2,偶尔出差,0,29,否,0,80,3,20,20,11,13,17,1,4541,32,200,7744,0.25,无,0,非常高,4,中,2,非常高,4,高,3,更好,3,杰出,4,否,0,1
1226,20,男,单身,0,本科,3,市场营销,是,销售部,销售代表,1,偶尔出差,0,21,否,0,80,2,2,2,1,2,2,1,2678,43,654,5050,0.17,无,0,高,3,非常高,4,非常高,4,非常高,4,更好,3,优秀,3,否,0,1
1228,46,男,离异,2,硕士,4,工程技术,是,研发部,制造总监,2,偶尔出差,0,2,否,0,80,3,12,6,3,1,4,2,7379,60,150,17433,0.11,低级,1,非常高,4,高,3,非常高,4,高,3,好,2,优秀,3,否,0,1
1231,42,男,已婚,1,博士,5,医学,是,人力资源部,人力资源专员,2,不出差,2,2,否,0,80,3,10,4,3,0,3,7,6272,79,179,12858,0.16,低级,1,非常高,4,低,1,低,1,非常高,4,最好,4,优秀,3,否,0,1
1233,60,男,离异,2,硕士,4,市场营销,是,销售部,销售主管,2,偶尔出差,0,7,是,1,80,3,12,11,7,1,9,0,5220,52,696,10893,0.18,低级,1,中,2,中,2,非常高,4,非常高,4,更好,3,优秀,3,否,0,1
1234,32,女,已婚,1,本科,3,其他,是,研发部,实验室技术员,1,频繁出差,1,13,否,0,80,2,2,2,2,2,2,1,2743,77,116,7331,0.2,低级,1,高,3,高,3,中,2,中,2,更好,3,杰出,4,否,0,1
1235,32,女,单身,0,大专,2,生命科学,是,研发部,研究科学家,2,频繁出差,1,2,是,1,80,2,10,8,7,0,7,4,4998,38,1316,2338,0.14,无,0,非常高,4,非常高,4,高,3,高,3,更好,3,优秀,3,否,0,1
1237,36,女,离异,2,本科,3,工程技术,是,研发部,制造总监,3,偶尔出差,0,1,是,1,80,2,17,7,7,7,7,2,10252,77,363,4235,0.21,低级,1,高,3,高,3,低,1,低,1,更好,3,杰出,4,否,0,1
1238,33,男,已婚,1,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,9,否,0,80,5,15,14,10,4,10,0,2781,60,117,6311,0.13,低级,1,低,1,中,2,非常高,4,高,3,更好,3,优秀,3,否,0,1
1239,40,女,离异,2,本科,3,工程技术,是,销售部,销售主管,2,偶尔出差,0,10,否,0,80,2,7,5,1,1,3,7,6852,84,107,11591,0.12,低级,1,中,2,中,2,中,2,中,2,最好,4,优秀,3,否,0,1
1240,25,男,单身,0,硕士,4,生命科学,是,销售部,销售主管,2,偶尔出差,0,10,否,0,80,4,5,4,3,1,1,0,4950,57,1356,20623,0.14,无,0,高,3,中,2,非常高,4,高,3,更好,3,优秀,3,否,0,1
1241,30,男,已婚,1,本科,3,医学,是,研发部,研究科学家,1,偶尔出差,0,1,是,1,80,2,12,11,9,5,7,0,3579,63,1465,9369,0.21,低级,1,非常高,4,低,1,中,2,高,3,更好,3,杰出,4,否,0,1
1242,42,女,已婚,1,博士,5,医学,是,研发部,研究总监,3,频繁出差,1,26,是,1,80,6,20,1,0,0,0,3,13191,60,458,23281,0.17,无,0,低,1,高,3,低,1,高,3,更好,3,优秀,3,否,0,1
1243,35,女,已婚,1,大专,2,市场营销,是,销售部,销售主管,3,不出差,2,8,是,1,80,6,16,13,2,4,12,4,10377,78,1212,13755,0.11,低级,1,高,3,中,2,非常高,4,中,2,好,2,优秀,3,否,0,1
1244,27,男,已婚,1,本科,3,生命科学,是,研发部,研究科学家,1,偶尔出差,0,14,是,1,80,3,9,9,7,6,8,1,2235,42,1103,14377,0.14,中级,2,低,1,非常高,4,低,1,高,3,好,2,优秀,3,否,0,1
1245,54,女,离异,2,硕士,4,生命科学,是,研发部,制造总监,3,频繁出差,1,1,否,0,80,2,33,5,4,1,4,7,10502,53,966,9659,0.17,低级,1,非常高,4,低,1,高,3,高,3,差,1,优秀,3,否,0,1
1246,44,女,已婚,1,大专以下,1,生命科学,是,研发部,研究科学家,1,偶尔出差,0,2,否,0,80,5,10,10,5,7,7,1,2011,72,1117,19982,0.13,低级,1,低,1,非常高,4,非常高,4,非常高,4,更好,3,优秀,3,否,0,1
1248,19,女,单身,0,本科,3,医学,是,研发部,研究科学家,1,不出差,2,10,是,1,80,2,1,1,1,0,0,1,1859,96,504,6148,0.25,无,0,低,1,中,2,中,2,中,2,最好,4,杰出,4,是,1,1
